collector_number,name,types,domain,description,alt_text,paraphrase,implementation_status,issues_or_mismatches,rbexp_refs
OGN-190/298,"Kog'Maw, Caustic",unit,chaos,"[Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)","Riftbound Unit: Kog'Maw, Caustic. [Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)","[Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Deathknell,Full_Card_Audit.json
OGN-150/298,Kraken Hunter,unit,body,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
[Assault] (+1 [S] while I'm an attacker.) 
As you play me, you may spend any number of buffs as an additional cost. Reduce my cost by [C] for each buff you spend.","Riftbound Unit: Kraken Hunter. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.) [Assault] (+1 [S] while I'm an attacker.) As you play me, you may spend any number of buffs as an additional cost. Reduce my cost by [C] for each buff you spend.","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) [Assault] (+1 [S] while I'm an attacker.) As you play me, Optional: spend any number of buffs as an additional cost. Reduce my cost by [C] for each buff you spend.",PARTIAL,"Flags: SCALING_EFFECT, ADDITIONAL_COST",problems.json
SFD-096/221,Laurent Bladekeeper,unit,body,Ganking  (I can move from battlefield to battlefield.),Riftbound Unit: Laurent Bladekeeper. Ganking (I can move from battlefield to battlefield.),Ganking (I can move from battlefield to battlefield.),UNKNOWN,,
SFD-156/221,Laurent Duelist,unit,order,[Assault 2]  (+2 [S] while I'm an attacker.),Riftbound Unit: Laurent Duelist. [Assault 2] (+2 [S] while I'm an attacker.),[Assault 2] (+2 [S] while I'm an attacker.),UNKNOWN,,
OGN-087/298,Lecturing Yordle,unit,mind,"[Tank] (I must be assigned combat damage first.)
When you play me, draw 1.","Riftbound Unit: Lecturing Yordle. [Tank] (I must be assigned combat damage first.)
When you play me, draw 1.","[Tank] (I must be assigned combat damage first.) On play, draw 1.",FULL,,Full_Card_Audit.json
OGN-078/298,"Lee Sin, Ascetic",unit,calm,"[Shield] (+1 [S] while I'm a defender.)
[T]: Buff me. (I get a +1 [S] buff.)
I can have any number of buffs.","Riftbound Unit: Lee Sin, Ascetic. [Shield] (+1 [S] while I'm a defender.)
[T]: Buff me. (I get a +1 [S] buff.)
I can have any number of buffs.",[Shield] (+1 [S] while I'm a defender.) [T]: Buff me. (I get a +1 [S] buff.) I can have any number of buffs.,FULL,,Full_Card_Audit.json
OGN-151a/298,"Lee Sin, Centered",unit,body,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
Other buffed friendly units at my battlefield have +2 [S].","Riftbound Unit: Lee Sin, Centered. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)",[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) Other buffed friendly units at my battlefield have +2 [S].,FULL,,Full_Card_Audit.json
SFD-044/221,Legion Quartermaster,unit,calm,"As an additional cost to play me, return a friendly gear to its owner's hand.","Riftbound Unit: Legion Quartermaster. As an additional cost to play me, return a friendly gear to its owner's hand.","As an additional cost to play me, return a friendly gear to its owner's hand.",UNKNOWN,,
OGN-010/298,Legion Rearguard,unit,fury,[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.),Riftbound Unit: Legion Rearguard. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.),[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.),PARTIAL,Flags: ADDITIONAL_COST,Full_Card_Audit.json
OGN-238/298,"Leona, Determined",unit,order,"[Shield] (+1 [S] while I'm a defender.)
When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)","Riftbound Unit: Leona, Determined. [Shield] (+1 [S] while I'm a defender.)
When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)","[Shield] (+1 [S] while I'm a defender.) On attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)",PARTIAL,Flags: TURN_SCOPED_TRIGGER,problems.json
OGN-079/298,"Leona, Zealot",unit,calm,"If an opponent's score is within 3 points of the Victory Score, I enter ready.
Stunned enemy units here have -8 [S], to a minimum of 1 [S].","Riftbound Unit: Leona, Zealot. If an opponent's score is within 3 points of the Victory Score, I enter ready.
Stunned enemy units here have -8 [S], to a minimum of 1 [S].","If an opponent's score is within 3 points of the Victory Score, I enter ready. Stunned enemy units here have -8 [S], to a minimum of 1 [S].",PARTIAL,Flags: TRIGGER_UNSUPPORTED: If an opponent's score is within 3 points of the Victory Score,Full_Card_Audit.json
SFD-036/221,Lonely Poro,unit,calm,"[Deathknell] — If I died alone, draw 1.  (When I die, get the effect. I'm alone if there are no other friendly units here.)","Riftbound Unit: Lonely Poro. [Deathknell] — If I died alone, draw 1. (When I die, get the effect. I'm alone if there are no other friendly units here.)","[Deathknell] — If I died alone, draw 1. (When I die, get the effect. I'm alone if there are no other friendly units here.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
SFD-126/221,Loyal Pup,unit,chaos,"When you defend at a battlefield, you may move me there.","Riftbound Unit: Loyal Pup. When you defend at a battlefield, you may move me there.","When you defend at a battlefield, Optional: move me there.",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: When you defend at a battlefield,problems.json
SFD-028/221,"Lucian, Gunslinger",unit,fury,"[Assault]  (+1 [S] while I'm an attacker.) 
When I attack, deal damage equal to my [Assault] to an enemy unit here.","Riftbound Unit: Lucian, Gunslinger. [Assault] (+1 [S] while I'm an attacker.)
When I attack, deal damage equal to my [Assault] to an enemy unit here.","[Assault] (+1 [S] while I'm an attacker.) On attack, deal damage equal to my [Assault] to an enemy unit here.",UNKNOWN,,
SFD-113a/221,"Lucian, Merciless",unit,body,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
The first time I conquer each turn, ready me.","Riftbound Unit: Lucian, Merciless. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
The first time I conquer each turn, ready me.","[Weaponmaster] (On play, Optional: [Equip] one of your Equipment to me for [A] less, even if it's already attached.) The first time I conquer each turn, ready me.",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGS-014/024,"Lux, Crownguard",unit,order,[T]: [Reaction] — [Add] [2]. Use only to play spells. (Abilities that add resources can't be reacted to.),"Riftbound Unit: Lux, Crownguard. [T]: [Reaction] — [Add] [2]. Use only to play spells. (Abilities that add resources can't be reacted to.)",[T]: [Reaction] — [Add] [2]. Use only to play spells. (Abilities that add resources can't be reacted to.),UNSUPPORTED,"Flags: KEYWORD_UNSUPPORTED: Reaction, KEYWORD_UNSUPPORTED: Add",Full_Card_Audit.json
OGS-006/024,"Lux, Illuminated",unit,mind,"When you play a spell that costs [5] or more, give me +3 [S] this turn.","Riftbound Unit: Lux, Illuminated. When you play a spell that costs [5] or more, give me +3 [S] this turn.","When you play a spell that costs [5] or more, give me +3 [S] this turn.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you play a spell that costs [5] or more,problems.json
OGN-239/298,Machine Evangel,unit,order,"[Deathknell] — Play three 1 [S] Recruit unit tokens into your base. (When I die, get the effect.)","Riftbound Unit: Machine Evangel. [Deathknell] — Play three 1 [S] Recruit unit tokens into your base. (When I die, get the effect.)","[Deathknell] — Play three 1 [S] Recruit unit tokens into your base. (When I die, get the effect.)",UNSUPPORTED,Flags: KEYWORD_UNSUPPORTED: Deathknell,Full_Card_Audit.json
OGN-191/298,Maddened Marauder,unit,chaos,"[Tank] (I must be assigned combat damage first.)
When you play me, move a unit from a battlefield to its base.","Riftbound Unit: Maddened Marauder. [Tank] (I must be assigned combat damage first.)
When you play me, move a unit from a battlefield to its base.","[Tank] (I must be assigned combat damage first.) On play, move a unit from a battlefield to its base.",FULL,,Full_Card_Audit.json
OGN-070/298,Mageseeker Warden,unit,calm,"While I'm at a battlefield, opponents can only play units to their base.
While I'm at a battlefield, spells and abilities can't ready enemy units and gear.","Riftbound Unit: Mageseeker Warden. While I'm at a battlefield, opponents can only play units to their base.
While I'm at a battlefield, spells and abilities can't ready enemy units and gear.","While I'm at a battlefield, opponents can only play units to their base. While I'm at a battlefield, spells and abilities can't ready enemy units and gear.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: While I'm at a battlefield,Full_Card_Audit.json
OGN-011/298,Magma Wurm,unit,fury,Other friendly units enter ready.,Riftbound Unit: Magma Wurm. Other friendly units enter ready.,Other friendly units enter ready.,PARTIAL,Flags: CONTINUOUS_ENTER_READY,problems.json
OGN-113/298,"Malzahar, Fanatic",unit,mind,"Kill a friendly unit or gear, [T]: [Action] — [Add] \[A]\[A]. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)","Riftbound Unit: Malzahar, Fanatic. Kill a friendly unit or gear, [T]: [Action] — [Add] [A][A]. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)","Kill a friendly unit or gear, [T]: [Action] — [Add] \[A]\[A]. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Add,Full_Card_Audit.json
SFD-127/221,Master Bingwen,unit,chaos,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)","Riftbound Unit: Master Bingwen. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)","[Weaponmaster] (On play, Optional: [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",PARTIAL,Weaponmaster on-play equip choice flow is implemented; full cost-reduction nuance remains partial.,problems.json
OGS-009/024,"Master Yi, Honed",unit,body,"[Ganking] (I can move from battlefield to battlefield.)
I enter ready.","Riftbound Unit: Yi, Honed. [Ganking] (I can move from battlefield to battlefield.)
I enter ready.",[Ganking] (I can move from battlefield to battlefield.) I enter ready.,PARTIAL,Flags: KEYWORD_UNSUPPORTED: Ganking,Full_Card_Audit.json
OGS-004/024,"Master Yi, Meditative",unit,calm,"While you have 8+ runes, I have +4 [S].","Riftbound Unit: Yi, Meditative. While you have 8+ runes, I have +4 [S].","While you have 8+ runes, I have +4 [S].",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: While you have 8+ runes,Full_Card_Audit.json
OGN-088/298,Mega-Mech,unit,mind,,Riftbound Unit: Mega-Mech.,Riftbound Unit: Mega-Mech.,NO_TEXT,,Full_Card_Audit.json
OGN-192/298,Mindsplitter,unit,chaos,"When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.","Riftbound Unit: Mindsplitter. When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.","On play, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.",UNSUPPORTED,Flags: REVEAL_NOT_SUPPORTED,Full_Card_Audit.json
SFD-014/221,Minotaur Reckoner,unit,fury,Units can't move to base.,Riftbound Unit: Minotaur Reckoner. Units can't move to base.,Units can't move to base.,UNKNOWN,,
OGN-193a/298,"Miss Fortune, Buccaneer",unit,chaos,"You may play me to an open battlefield. 
Friendly units may be played to open battlefields.","Riftbound Unit: Miss Fortune, Buccaneer. You may play me to an open battlefield. 
Friendly units may be played to open battlefields.",Optional: play me to an open battlefield. Friendly units may be played to open battlefields.,FULL,,Full_Card_Audit.json
OGN-162/298,"Miss Fortune, Captain",unit,body,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
[Ganking] (I can move from battlefield to battlefield.)
The first time I move each turn, you may ready something else that's exhausted.","Riftbound Unit: Miss Fortune, Captain. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) [Ganking] (I can move from battlefield to battlefield.) The first time I move each turn, Optional: ready something else that's exhausted.",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Ganking,Full_Card_Audit.json
OGN-142/298,Mountain Drake,unit,body,,Riftbound Unit: Mountain Drake.,Riftbound Unit: Mountain Drake.,NO_TEXT,,Full_Card_Audit.json
OGN-171/298,Mystic Poro,unit,chaos,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)","Riftbound Unit: Mystic Poro. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)","[Vision] (On play, look at the top card of your Main Deck. Optional: recycle it.)",FULL,,Full_Card_Audit.json
SFD-037/221,Navori Scout,unit,calm,[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.),Riftbound Unit: Navori Scout. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.),[Deflect] (Opponents must pay [A] to choose me with a spell or ability.),UNKNOWN,,
SFD-055/221,Needlessly Large Yordle,unit,calm,"[Shield 5]  (+5 [S] while I'm a defender.) 
[Tank]  (I must be assigned combat damage first.) 
I cost \[2]\[C] less for each point you scored from holding this turn.","Riftbound Unit: Needlessly Large Yordle. [Shield 5] (+5 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
I cost [2][C] less for each point you scored from holding this turn.",[Shield 5] (+5 [S] while I'm a defender.) [Tank] (I must be assigned combat damage first.) I cost \[2]\[C] less for each point you scored from holding this turn.,UNSUPPORTED,Flags: SCALING_EFFECT,problems.json
OGN-194/298,"Nocturne, Horrifying",unit,chaos,"[Ganking] (I can move from battlefield to battlefield.)
When you look at cards from the top of your deck (and don't draw them) and see me, you may play me for [A].","Riftbound Unit: Nocturne, Horrifying. [Ganking] (I can move from battlefield to battlefield.)
When you look at cards from the top of your deck (and don't draw them) and see me, you may play me for [A].","[Ganking] (I can move from battlefield to battlefield.) When you look at cards from the top of your deck (and don't draw them) and see me, Optional: play me for [A].",UNSUPPORTED,"Flags: TRIGGER_UNSUPPORTED: When you look at cards from the top of your deck and see me, KEYWORD_UNSUPPORTED: Ganking",Full_Card_Audit.json
OGN-222/298,Noxian Drummer,unit,order,"When I move to a battlefield, play a 1 [S] Recruit unit token here. (It is also at the battlefield.)","Riftbound Unit: Noxian Drummer. When I move to a battlefield, play a 1 [S] Recruit unit token here. (It is also at the battlefield.)","When I move to a battlefield, play a 1 [S] Recruit unit token here. (It is also at the battlefield.)",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When I move to a battlefield,Full_Card_Audit.json
OGN-012/298,Noxus Hopeful,unit,fury,[Legion] — I cost [2] less. (Get the effect if you've played another card this turn.),Riftbound Unit: Noxus Hopeful. [Legion] — I cost [2] less. (Get the effect if you've played another card this turn.),[Legion] — I cost [2] less. (Get the effect if you've played another card this turn.),PARTIAL,Legion gating plus bracketed cost-reduction parsing is implemented; gameplay verification pending.,problems.json
OGN-018/298,Noxus Saboteur,unit,fury,Your opponents' [Hidden] cards can't be revealed here.,Riftbound Unit: Noxus Saboteur. Your opponents' [Hidden] cards can't be revealed here.,Your opponents' [Hidden] cards can't be revealed here.,FULL,,Full_Card_Audit.json
SFD-058/221,"Ornn, Blacksmith",unit,calm,"When you play me or when I hold, look at the top 4 cards of your Main Deck. You may reveal a gear from among them and draw it. Then recycle the rest.","Riftbound Unit: Ornn, Blacksmith. When you play me or when I hold, look at the top 4 cards of your Main Deck. You may reveal a gear from among them and draw it. Then recycle the rest.","On play or when I hold, look at the top 4 cards of your Main Deck. Optional: reveal a gear from among them and draw it. Then recycle the rest.",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: When you play me or when I hold,problems.json
SFD-085/221,"Ornn, Forge God",unit,mind,"[Deflect 2]  (Opponents must pay \[A]\[A] to choose me with a spell or ability.) 
[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
I have +1 [S] for each friendly gear.","Riftbound Unit: Ornn, Forge God. [Deflect 2] (Opponents must pay [A][A] to choose me with a spell or ability.)
[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
I have +1 [S] for each friendly gear.","[Deflect 2] (Opponents must pay \[A]\[A] to choose me with a spell or ability.) [Weaponmaster] (On play, Optional: [Equip] one of your Equipment to me for [A] less, even if it's already attached.) I have +1 [S] for each friendly gear.",PARTIAL,Weaponmaster flow plus dynamic might scaling per friendly gear are implemented; edge-case verification pending.,problems.json
SFD-128/221,Overzealous Fan,unit,chaos,"When I defend, you may kill me to move an attacking unit to its base.","Riftbound Unit: Overzealous Fan. When I defend, you may kill me to move an attacking unit to its base.","On defend, Optional: kill me to move an attacking unit to its base.",UNKNOWN,,
OGN-135/298,Pakaa Cub,unit,body,[Hidden] (Hide now for [A] to react with later for [0].),Riftbound Unit: Pakaa Cub. [Hidden] (Hide now for [A] to react with later for [0].),[Hidden] (Hide now for [A] to react with later for [0].),FULL,,Full_Card_Audit.json
OGN-223/298,Peak Guardian,unit,order,"When you play me, buff me. Then, if I am at a battlefield, buff all other friendly units there. (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)","Riftbound Unit: Peak Guardian. When you play me, buff me. Then, if I am at a battlefield, buff all other friendly units there. (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)","On play, buff me. Then, if I am at a battlefield, buff all other friendly units there. (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)",PARTIAL,Missing primitives: GRANT_KEYWORD_MULTI; Flags: CONDITIONAL_GENERAL,problems.json
SFD-015/221,Perched Grimwyrm,unit,fury,Play me only to a battlefield you conquered this turn.  (You can't play me anywhere else.),Riftbound Unit: Perched Grimwyrm. Play me only to a battlefield you conquered this turn. (You can't play me anywhere else.),Play me only to a battlefield you conquered this turn. (You can't play me anywhere else.),UNKNOWN,,
OGN-215/298,Petty Officer,unit,order,[Assault] (+1 [S] while I'm an attacker.),Riftbound Unit: Petty Officer. [Assault] (+1 [S] while I'm an attacker.),[Assault] (+1 [S] while I'm an attacker.),FULL,,Full_Card_Audit.json
SFD-074/221,Pickpocket,unit,mind,"When you play me, you may kill a gear with Energy cost no more than [1]. If you do, play a Gold gear token exhausted.","Riftbound Unit: Pickpocket. When you play me, you may kill a gear with Energy cost no more than [1]. If you do, play a Gold gear token exhausted.","On play, Optional: kill a gear with Energy cost no more than [1]. If you do, play a Gold gear token exhausted.",PARTIAL,Flags: IF_YOU_DO_BRANCH,problems.json
OGN-091/298,Pit Crew,unit,mind,"When you play a gear, ready me.","Riftbound Unit: Pit Crew. When you play a gear, ready me.","When you play a gear, ready me.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you play a gear,Full_Card_Audit.json
OGN-136/298,Pit Rookie,unit,body,"When you play me, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Unit: Pit Rookie. When you play me, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","On play, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-049/298,Playful Phantom,unit,calm,,Riftbound Unit: Playful Phantom.,Riftbound Unit: Playful Phantom.,NO_TEXT,,Full_Card_Audit.json
SFD-069/221,Plundering Poro,unit,mind,"When I conquer, play a Gold gear token exhausted.","Riftbound Unit: Plundering Poro. When I conquer, play a Gold gear token exhausted.","When I conquer, play a Gold gear token exhausted.",UNKNOWN,,
OGN-061/298,Poro Herder,unit,calm,"When you play me, if you control a Poro, buff me and draw 1. (If I don't have a buff, I get a +1 [S] buff.)","Riftbound Unit: Poro Herder. When you play me, if you control a Poro, buff me and draw 1. (If I don't have a buff, I get a +1 [S] buff.)","On play, if you control a Poro, buff me and draw 1. (If I don't have a buff, I get a +1 [S] buff.)",PARTIAL,Flags: CONDITIONAL_GENERAL,Full_Card_Audit.json
OGN-013/298,Pouty Poro,unit,fury,[Deflect] (Opponents must pay [A] to choose me with a spell or ability.),Riftbound Unit: Pouty Poro. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.),[Deflect] (Opponents must pay [A] to choose me with a spell or ability.),FULL,,Full_Card_Audit.json
SFD-075/221,Prize of Progress,unit,mind,"When you use an activated ability of a gear, give me +1 [S] this turn.","Riftbound Unit: Prize of Progress. When you use an activated ability of a gear, give me +1 [S] this turn.","When you use an activated ability of a gear, give me +1 [S] this turn.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you use an activated ability of a gear,problems.json
OGN-155/298,"Qiyana, Victorious",unit,body,"[Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When I conquer, draw 1 or channel 1 rune exhausted.","Riftbound Unit: Qiyana, Victorious. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When I conquer, draw 1 or channel 1 rune exhausted.","[Deflect] (Opponents must pay [A] to choose me with a spell or ability.) When I conquer, draw 1 or channel 1 rune exhausted.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When I conquer,Full_Card_Audit.json
OGN-031/298,Raging Firebrand,unit,fury,"When you play me, the next spell you play this turn costs [5] less.","Riftbound Unit: Raging Firebrand. When you play me, the next spell you play this turn","On play, the next spell you play this turn costs [5] less.",FULL,,Full_Card_Audit.json
OGN-019/298,Raging Soul,unit,fury,"If you've discarded a card this turn, I have [Assault] and [Ganking]. (+1 [S] while I'm an attacker. I can move from battlefield to battlefield.)","Riftbound Unit: Raging Soul. If you've discarded a card this turn, I have [Assault] and [Ganking]. (+1 [S] while I'm an attacker. I can move from battlefield to battlefield.)","If you've discarded a card this turn, I have [Assault] and [Ganking]. (+1 [S] while I'm an attacker. I can move from battlefield to battlefield.)",UNSUPPORTED,"Flags: TRIGGER_UNSUPPORTED: If you've discarded a card this turn, KEYWORD_UNSUPPORTED: Ganking",Full_Card_Audit.json
OGN-103/298,Ravenbloom Student,unit,mind,"When you play a spell, give me +1 [S] this turn.","Riftbound Unit: Ravenbloom Student. When you play a spell, give me +1 [S] this turn.","When you play a spell, give me +1 [S] this turn.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you play a spell,Full_Card_Audit.json
OGN-271/298,Recruit (DE),unit,colorless,,Riftbound Unit: Recruit (DE).,Riftbound Unit: Recruit (DE).,NO_TEXT,,Full_Card_Audit.json
OGN-272/298,Recruit (NX),unit,colorless,,Riftbound Unit: Recruit (NX).,Riftbound Unit: Recruit (NX).,NO_TEXT,,Full_Card_Audit.json
OGN-273/298,Recruit (ZN),unit,colorless,,Riftbound Unit: Recruit (ZN).,Riftbound Unit: Recruit (ZN).,NO_TEXT,,Full_Card_Audit.json
SFD-029/221,"Rek'Sai, Breacher",unit,fury,[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.)  [Assault]  (+1 [S] while I'm an attacker.)  Friendly units played from anywhere other than a player's hand have [Accelerate].,"Riftbound Unit: Rek'Sai, Breacher. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.) [Assault] (+1 [S] while I'm an attacker.) Friendly units played from anywhere other than a player's hand have [Accelerate].",[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) [Assault] (+1 [S] while I'm an attacker.) Friendly units played from anywhere other than a player's hand have [Accelerate].,UNKNOWN,,
SFD-170a/221,"Rek'Sai, Swarm Queen",unit,order,"When I attack, you may reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest. If the played card is a unit, you may play it here.","Riftbound Unit: Rek'Sai, Swarm Queen. When I attack, you may reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest. If the played card is a unit, you may play it here.","On attack, Optional: reveal the top 2 cards of your Main Deck. Optional: play one. Then recycle the rest. If the played card is a unit, Optional: play it here.",UNSUPPORTED,Flags: CONDITIONAL_GENERAL,problems.json
SFD-024/221,"Rell, Magnetic",unit,fury,"Tank  (I must be assigned combat damage first.) 
When I attack, you may play an Equipment with Energy cost no more than [2], ignoring its cost, and attach it to me.","Riftbound Unit: Rell, Magnetic. Tank (I must be assigned combat damage first.)
When I attack, you may play an Equipment with Energy cost no more than [2], ignoring its cost, and attach it to me.","Tank (I must be assigned combat damage first.) On attack, Optional: play an Equipment with Energy cost no more than [2], ignoring its cost, and attach it to me.",UNKNOWN,,
SFD-171a/221,"Renata Glasc, Industrialist",unit,order,Your tokens enter ready.,"Riftbound Unit: Renata Glasc, Industrialist. Your tokens enter ready.",Your tokens enter ready.,UNKNOWN,,
SFD-088/221,"Renata Glasc, Mastermind",unit,mind,"\[1]\[C]: Draw 1.
\[4]\[C]\[C]\[C][C], [T]: Score 1 point. 
Use my abilities only while I'm at a battlefield.","Riftbound Unit: Renata Glasc, Mastermind. [1][C]: Draw 1.
[4][C][C][C][C], [T]: Score 1 point. 
Use my abilities only while I'm at a battlefield.","\[1]\[C]: Draw 1. \[4]\[C]\[C]\[C][C], [T]: Score 1 point. Use my abilities only while I'm at a battlefield.",UNKNOWN,,
SFD-025/221,"Rengar, Pouncing",unit,fury,"[Reaction]  (Play any time, even before spells and abilities resolve, including to a battlefield you control.) 
[Assault 2]  (+2 [S] while I'm an attacker.) 
I can be played to a battlefield you're attacking.","Riftbound Unit: Rengar, Pouncing. [Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Assault 2] (+2 [S] while I'm an attacker.)
I can be played to a battlefield you're attacking.","[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.) [Assault 2] (+2 [S] while I'm an attacker.) I can be played to a battlefield you're attacking.",UNKNOWN,,
OGN-195/298,Rhasa the Sunderer,unit,chaos,I cost [1] less for each card in your trash.,Riftbound Unit: Rhasa the Sunderer. I cost [1] less for each card in your trash.,I cost [1] less for each card in your trash.,UNSUPPORTED,Flags: SCALING_EFFECT,problems.json
SFD-038/221,Ribbon Dancer,unit,calm,"When I move to a battlefield, give another friendly unit +1 [S] this turn.","Riftbound Unit: Ribbon Dancer. When I move to a battlefield, give another friendly unit +1 [S] this turn.","When I move to a battlefield, give another friendly unit +1 [S] this turn.",UNKNOWN,,
OGN-092/298,Riptide Rex,unit,mind,"When you play me, deal 6 to an enemy unit at a battlefield.","Riftbound Unit: Riptide Rex. When you play me, deal 6 to an enemy unit at a battlefield.","On play, deal 6 to an enemy unit at a battlefield.",FULL,,Full_Card_Audit.json
SFD-039/221,Royal Entourage,unit,calm,"When you play me, ready or exhaust a legend.","Riftbound Unit: Royal Entourage. When you play me, ready or exhaust a legend.","On play, ready or exhaust a legend.",UNKNOWN,,
SFD-157/221,Royal Guard,unit,order,"When you play me, play a 2 [S] Sand Soldier unit token here.","Riftbound Unit: Royal Guard. When you play me, play a 2 [S] Sand Soldier unit token here.","On play, play a 2 [S] Sand Soldier unit token here.",UNKNOWN,,
SFD-105/221,Ruin Runner,unit,body,I can't be chosen by enemy spells and abilities.,Riftbound Unit: Ruin Runner. I can't be chosen by enemy spells and abilities.,I can't be chosen by enemy spells and abilities.,UNKNOWN,,
SFD-026/221,"Rumble, Hotheaded",unit,fury,"Your Mechs each have [Assault].  (+1 [S] while we're attackers.) 
When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.","Riftbound Unit: Rumble, Hotheaded. Your Mechs each have [Assault]. (+1 [S] while we're attackers.)
When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.","Your Mechs each have [Assault]. (+1 [S] while we're attackers.) When I conquer, Optional: recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.",UNKNOWN,,
SFD-089/221,"Rumble, Scrapper",unit,mind,"Your Mechs have +1 [S]  (including me) .
When I hold, play a 3 [S] Mech unit token to your base.","Riftbound Unit: Rumble, Scrapper. Your Mechs have +1 [S] (including me).
When I hold, play a 3 [S] Mech unit token to your base.","Your Mechs have +1 [S] (including me) . When I hold, play a 3 [S] Mech unit token to your base.",UNKNOWN,,
