Name,Collector Number,Card Link,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
Maddened Marauder,OGN-191/298,https://riftdecks.com/cards/details-maddened-marauder,rare,chaos,,unit,pirate,bilgewater,,,,,5,5,,5,4,"[Tank] (I must be assigned combat damage first.)
When you play me, move a unit from a battlefield to its base.","Riftbound Unit: Maddened Marauder. [Tank] (I must be assigned combat damage first.)
When you play me, move a unit from a battlefield to its base.",
Mageseeker Warden,OGN-070/298,https://riftdecks.com/cards/details-mageseeker-warden,rare,calm,,unit,demacia,,,,,,6,6,C,6C,5,"While I'm at a battlefield, opponents can only play units to their base.
While I'm at a battlefield, spells and abilities can't ready enemy units and gear.","Riftbound Unit: Mageseeker Warden. While I'm at a battlefield, opponents can only play units to their base.
While I'm at a battlefield, spells and abilities can't ready enemy units and gear.",
Magma Wurm,OGN-011/298,https://riftdecks.com/cards/details-magma-wurm,common,fury,,unit,freljord,,,,,,8,8,C,8C,8,Other friendly units enter ready.,Riftbound Unit: Magma Wurm. Other friendly units enter ready.,
"Malzahar, Fanatic",OGN-113/298,https://riftdecks.com/cards/details-malzahar-fanatic,rare,mind,,unit,malzahar,thevoid,,,,champion,4,4,,4,3,"Kill a friendly unit or gear, [T]: [Action] — [Add] \[A]\[A]. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)","Riftbound Unit: Malzahar, Fanatic. Kill a friendly unit or gear, [T]: [Action] — [Add] [A][A]. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)",
Master Bingwen,SFD-127/221,https://riftdecks.com/cards/details-master-bingwen,common,chaos,,unit,ionia,,,,,,6,6,,6,6,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) ","Riftbound Unit: Master Bingwen. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",
"Master Yi, Honed",OGS-009/024,https://riftdecks.com/cards/details-master-yi-honed,epic,body,,unit,masteryi,ionia,,,,champion,7,7,C,7C,6,"[Ganking] (I can move from battlefield to battlefield.)
I enter ready.","Riftbound Unit: Yi, Honed. [Ganking] (I can move from battlefield to battlefield.)
I enter ready.",
"Master Yi, Meditative",OGS-004/024,https://riftdecks.com/cards/details-master-yi-meditative,rare,calm,,unit,masteryi,ionia,,,,champion,5,5,C,5C,4,"While you have 8+ runes, I have +4 [S].","Riftbound Unit: Yi, Meditative. While you have 8+ runes, I have +4 [S].",
Mega-Mech,OGN-088/298,https://riftdecks.com/cards/details-mega-mech,common,mind,,unit,mech,bandlecity,,,,,7,7,,7,8,,Riftbound Unit: Mega-Mech.,
Mindsplitter,OGN-192/298,https://riftdecks.com/cards/details-mindsplitter,rare,chaos,,unit,dragon,mounttargon,,,,,7,7,CC,7CC,7,"When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.","Riftbound Unit: Mindsplitter. When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.",
Minotaur Reckoner,SFD-014/221,https://riftdecks.com/cards/details-minotaur-reckoner,uncommon,fury,,unit,noxus,,,,,,5,5,,5,5,Units can't move to base.,Riftbound Unit: Minotaur Reckoner. Units can't move to base.,
"Miss Fortune, Buccaneer",OGN-193a/298,https://riftdecks.com/cards/details-miss-fortune-buccaneer,showcase,chaos,,unit,pirate,missfortune,bilgewater,,,champion,4,4,C,4C,4,"You may play me to an open battlefield. 
Friendly units may be played to open battlefields.","Riftbound Unit: Miss Fortune, Buccaneer. You may play me to an open battlefield. 
Friendly units may be played to open battlefields.",
"Miss Fortune, Captain",OGN-162/298,https://riftdecks.com/cards/details-miss-fortune-captain,epic,body,,unit,pirate,missfortune,bilgewater,,,champion,5,5,C,5C,5,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
[Ganking] (I can move from battlefield to battlefield.)
The first time I move each turn, you may ready something else that's exhausted.","Riftbound Unit: Miss Fortune, Captain. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)",
Mountain Drake,OGN-142/298,https://riftdecks.com/cards/details-mountain-drake,uncommon,body,,unit,dragon,,,,,,9,9,,9,10,,Riftbound Unit: Mountain Drake.,
Mystic Poro,OGN-171/298,https://riftdecks.com/cards/details-mystic-poro,common,chaos,,unit,poro,,,,,,2,2,,2,2,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)","Riftbound Unit: Mystic Poro. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)",
Navori Scout,SFD-037/221,https://riftdecks.com/cards/details-navori-scout,common,calm,,unit,yordle,ionia,,,,,4,4,,4,4,[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) ,Riftbound Unit: Navori Scout. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.),
Needlessly Large Yordle,SFD-055/221,https://riftdecks.com/cards/details-needlessly-large-yordle,rare,calm,,unit,yordle,bandlecity,,,,,10,10,CCC,10CCC,5,"[Shield 5]  (+5 [S] while I'm a defender.) 
[Tank]  (I must be assigned combat damage first.) 
I cost \[2]\[C] less for each point you scored from holding this turn.","Riftbound Unit: Needlessly Large Yordle. [Shield 5] (+5 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
I cost [2][C] less for each point you scored from holding this turn.",
"Nocturne, Horrifying",OGN-194/298,https://riftdecks.com/cards/details-nocturne-horrifying,rare,chaos,,unit,nocturne,,,,,champion,4,4,C,4C,4,"[Ganking] (I can move from battlefield to battlefield.)
When you look at cards from the top of your deck (and don't draw them) and see me, you may play me for [A].","Riftbound Unit: Nocturne, Horrifying. [Ganking] (I can move from battlefield to battlefield.)
When you look at cards from the top of your deck (and don't draw them) and see me, you may play me for [A].",
Noxian Drummer,OGN-222/298,https://riftdecks.com/cards/details-noxian-drummer,uncommon,order,,unit,trifarian,noxus,,,,,3,3,,3,3,"When I move to a battlefield, play a 1 [S] Recruit unit token here. (It is also at the battlefield.)","Riftbound Unit: Noxian Drummer. When I move to a battlefield, play a 1 [S] Recruit unit token here. (It is also at the battlefield.)",
Noxus Hopeful,OGN-012/298,https://riftdecks.com/cards/details-noxus-hopeful,common,fury,,unit,trifarian,noxus,,,,,4,4,,4,4,[Legion] — I cost [2] less. (Get the effect if you've played another card this turn.),Riftbound Unit: Noxus Hopeful. [Legion] — I cost [2] less. (Get the effect if you've played another card this turn.),
Noxus Saboteur,OGN-018/298,https://riftdecks.com/cards/details-noxus-saboteur,uncommon,fury,,unit,trifarian,noxus,,,,,3,3,,3,3,Your opponents' [Hidden] cards can't be revealed here.,Riftbound Unit: Noxus Saboteur. Your opponents' [Hidden] cards can't be revealed here.,
"Ornn, Blacksmith",SFD-058/221,https://riftdecks.com/cards/details-ornn-blacksmith,epic,calm,,unit,ornn,freljord,,,,champion,5,5,C,5C,5,"When you play me or when I hold, look at the top 4 cards of your Main Deck. You may reveal a gear from among them and draw it. Then recycle the rest.","Riftbound Unit: Ornn, Blacksmith. When you play me or when I hold, look at the top 4 cards of your Main Deck. You may reveal a gear from among them and draw it. Then recycle the rest.",
"Ornn, Forge God",SFD-085/221,https://riftdecks.com/cards/details-ornn-forge-god,rare,mind,,unit,ornn,freljord,,,,champion,6,6,,6,4,"[Deflect 2]  (Opponents must pay \[A]\[A] to choose me with a spell or ability.) 
[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
I have +1 [S] for each friendly gear.","Riftbound Unit: Ornn, Forge God. [Deflect 2] (Opponents must pay [A][A] to choose me with a spell or ability.)
[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
I have +1 [S] for each friendly gear.",
Overzealous Fan,SFD-128/221,https://riftdecks.com/cards/details-overzealous-fan,common,chaos,,unit,noxus,,,,,,2,2,,2,2,"When I defend, you may kill me to move an attacking unit to its base.","Riftbound Unit: Overzealous Fan. When I defend, you may kill me to move an attacking unit to its base.",
Pakaa Cub,OGN-135/298,https://riftdecks.com/cards/details-pakaa-cub,common,body,,unit,cat,ixtal,,,,,3,3,,3,3,[Hidden] (Hide now for [A] to react with later for [0].),Riftbound Unit: Pakaa Cub. [Hidden] (Hide now for [A] to react with later for [0].),
Peak Guardian,OGN-223/298,https://riftdecks.com/cards/details-peak-guardian,uncommon,order,,unit,mounttargon,,,,,,6,6,C,6C,5,"When you play me, buff me. Then, if I am at a battlefield, buff all other friendly units there. (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)","Riftbound Unit: Peak Guardian. When you play me, buff me. Then, if I am at a battlefield, buff all other friendly units there. (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)",
Perched Grimwyrm,SFD-015/221,https://riftdecks.com/cards/details-perched-grimwyrm,uncommon,fury,,unit,dragon,shadowisles,,,,,4,4,,4,5,Play me only to a battlefield you conquered this turn.  (You can't play me anywhere else.) ,Riftbound Unit: Perched Grimwyrm. Play me only to a battlefield you conquered this turn. (You can't play me anywhere else.),
Petty Officer,OGN-215/298,https://riftdecks.com/cards/details-petty-officer,common,order,,unit,pirate,bilgewater,,,,,5,5,,5,5,[Assault] (+1 [S] while I'm an attacker.),Riftbound Unit: Petty Officer. [Assault] (+1 [S] while I'm an attacker.),
Pickpocket,SFD-074/221,https://riftdecks.com/cards/details-pickpocket,uncommon,mind,,unit,zaun,,,,,,3,3,,3,3,"When you play me, you may kill a gear with Energy cost no more than [1]. If you do, play a Gold gear token exhausted.","Riftbound Unit: Pickpocket. When you play me, you may kill a gear with Energy cost no more than [1]. If you do, play a Gold gear token exhausted.",
Pit Crew,OGN-091/298,https://riftdecks.com/cards/details-pit-crew,common,mind,,unit,bandlecity,,,,,,3,3,,3,3,"When you play a gear, ready me.","Riftbound Unit: Pit Crew. When you play a gear, ready me.",
Pit Rookie,OGN-136/298,https://riftdecks.com/cards/details-pit-rookie,common,body,,unit,bilgewater,,,,,,2,2,,2,2,"When you play me, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Unit: Pit Rookie. When you play me, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)",
Playful Phantom,OGN-049/298,https://riftdecks.com/cards/details-playful-phantom,common,calm,,unit,spirit,shadowisles,,,,,5,5,,5,5,,Riftbound Unit: Playful Phantom.,
Plundering Poro,SFD-069/221,https://riftdecks.com/cards/details-plundering-poro,common,mind,,unit,poro,pirate,bilgewater,,,,2,2,,2,2,"When I conquer, play a Gold gear token exhausted.","Riftbound Unit: Plundering Poro. When I conquer, play a Gold gear token exhausted.",
Poro Herder,OGN-061/298,https://riftdecks.com/cards/details-poro-herder,uncommon,calm,,unit,freljord,,,,,,3,3,C,3C,3,"When you play me, if you control a Poro, buff me and draw 1. (If I don't have a buff, I get a +1 [S] buff.)","Riftbound Unit: Poro Herder. When you play me, if you control a Poro, buff me and draw 1. (If I don't have a buff, I get a +1 [S] buff.)",
Pouty Poro,OGN-013/298,https://riftdecks.com/cards/details-pouty-poro,common,fury,,unit,poro,,,,,,2,2,,2,2,[Deflect] (Opponents must pay [A] to choose me with a spell or ability.),Riftbound Unit: Pouty Poro. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.),
Prize of Progress,SFD-075/221,https://riftdecks.com/cards/details-prize-of-progress,uncommon,mind,,unit,mech,piltover,,,,,4,4,C,4C,3,"When you use an activated ability of a gear, give me +1 [S] this turn.","Riftbound Unit: Prize of Progress. When you use an activated ability of a gear, give me +1 [S] this turn.",
"Qiyana, Victorious",OGN-155/298,https://riftdecks.com/cards/details-qiyana-victorious,rare,body,,unit,qiyana,ixtal,,,,champion,4,4,C,4C,4,"[Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When I conquer, draw 1 or channel 1 rune exhausted.","Riftbound Unit: Qiyana, Victorious. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When I conquer, draw 1 or channel 1 rune exhausted.",
Raging Firebrand,OGN-031/298,https://riftdecks.com/cards/details-raging-firebrand,rare,fury,,unit,dragon,mounttargon,,,,,6,6,C,6C,4,"When you play me, the next spell you play this turn costs [5] less.","Riftbound Unit: Raging Firebrand. When you play me, the next spell you play this turn",
Raging Soul,OGN-019/298,https://riftdecks.com/cards/details-raging-soul,uncommon,fury,,unit,spirit,shadowisles,,,,,4,4,,4,4,"If you've discarded a card this turn, I have [Assault] and [Ganking]. (+1 [S] while I'm an attacker. I can move from battlefield to battlefield.)","Riftbound Unit: Raging Soul. If you've discarded a card this turn, I have [Assault] and [Ganking]. (+1 [S] while I'm an attacker. I can move from battlefield to battlefield.)",
Ravenbloom Student,OGN-103/298,https://riftdecks.com/cards/details-ravenbloom-student,uncommon,mind,,unit,noxus,,,,,,2,2,,2,2,"When you play a spell, give me +1 [S] this turn.","Riftbound Unit: Ravenbloom Student. When you play a spell, give me +1 [S] this turn.",
Recruit (DE),OGN-271/298,https://riftdecks.com/cards/details-recruit-de,common,colorless,,unit,recruit,,,,,token,,,,-,1,,Riftbound Unit: Recruit (DE).,
Recruit (NX),OGN-272/298,https://riftdecks.com/cards/details-recruit-nx,common,colorless,,unit,recruit,,,,,token,,,,-,1,,Riftbound Unit: Recruit (NX).,
Recruit (ZN),OGN-273/298,https://riftdecks.com/cards/details-recruit-zn,common,colorless,,unit,recruit,,,,,token,,,,-,1,,Riftbound Unit: Recruit (ZN).,
"Rek'Sai, Breacher",SFD-029/221,https://riftdecks.com/cards/details-reksai-breacher,epic,fury,,unit,reksai,thevoid,,,,champion,3,3,,3,3,[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.)  [Assault]  (+1 [S] while I'm an attacker.)  Friendly units played from anywhere other than a player's hand have [Accelerate].,"Riftbound Unit: Rek'Sai, Breacher. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.) [Assault] (+1 [S] while I'm an attacker.) Friendly units played from anywhere other than a player's hand have [Accelerate].",
"Rek'Sai, Swarm Queen",SFD-170a/221,https://riftdecks.com/cards/details-reksai-swarm-queen,showcase,order,,unit,reksai,thevoid,,,,champion,5,5,C,5C,5,"When I attack, you may reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest. If the played card is a unit, you may play it here.","Riftbound Unit: Rek'Sai, Swarm Queen. When I attack, you may reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest. If the played card is a unit, you may play it here.",
"Rell, Magnetic",SFD-024/221,https://riftdecks.com/cards/details-rell-magnetic,rare,fury,,unit,rell,noxus,,,,champion,4,4,,4,4,"Tank  (I must be assigned combat damage first.) 
When I attack, you may play an Equipment with Energy cost no more than [2], ignoring its cost, and attach it to me.","Riftbound Unit: Rell, Magnetic. Tank (I must be assigned combat damage first.)
When I attack, you may play an Equipment with Energy cost no more than [2], ignoring its cost, and attach it to me.",
"Renata Glasc, Industrialist",SFD-171a/221,https://riftdecks.com/cards/details-renata-glasc-industrialist,showcase,order,,unit,renataglasc,zaun,,,,champion,4,4,C,4C,4,Your tokens enter ready.,"Riftbound Unit: Renata Glasc, Industrialist. Your tokens enter ready.",
"Renata Glasc, Mastermind",SFD-088/221,https://riftdecks.com/cards/details-renata-glasc-mastermind,epic,mind,,unit,renataglasc,zaun,,,,champion,5,5,,5,4,"\[1]\[C]: Draw 1.
\[4]\[C]\[C]\[C][C], [T]: Score 1 point. 
Use my abilities only while I'm at a battlefield.","Riftbound Unit: Renata Glasc, Mastermind. [1][C]: Draw 1.
[4][C][C][C][C], [T]: Score 1 point. 
Use my abilities only while I'm at a battlefield.",
"Rengar, Pouncing",SFD-025/221,https://riftdecks.com/cards/details-rengar-pouncing,rare,fury,,unit,cat,rengar,ixtal,,,champion,3,3,C,3C,3,"[Reaction]  (Play any time, even before spells and abilities resolve, including to a battlefield you control.) 
[Assault 2]  (+2 [S] while I'm an attacker.) 
I can be played to a battlefield you're attacking.","Riftbound Unit: Rengar, Pouncing. [Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Assault 2] (+2 [S] while I'm an attacker.)
I can be played to a battlefield you're attacking.",
Rhasa the Sunderer,OGN-195/298,https://riftdecks.com/cards/details-rhasa-the-sunderer,rare,chaos,,unit,spirit,shadowisles,,,,,10,10,C,10C,6,I cost [1] less for each card in your trash.,Riftbound Unit: Rhasa the Sunderer. I cost [1] less for each card in your trash.,
Ribbon Dancer,SFD-038/221,https://riftdecks.com/cards/details-ribbon-dancer,common,calm,,unit,ionia,,,,,,3,3,,3,3,"When I move to a battlefield, give another friendly unit +1 [S] this turn.","Riftbound Unit: Ribbon Dancer. When I move to a battlefield, give another friendly unit +1 [S] this turn.",
Riptide Rex,OGN-092/298,https://riftdecks.com/cards/details-riptide-rex,common,mind,,unit,pirate,bilgewater,,,,,6,6,CC,6CC,6,"When you play me, deal 6 to an enemy unit at a battlefield.","Riftbound Unit: Riptide Rex. When you play me, deal 6 to an enemy unit at a battlefield.",
Royal Entourage,SFD-039/221,https://riftdecks.com/cards/details-royal-entourage,common,calm,,unit,shurima,,,,,,3,3,C,3C,4,"When you play me, ready or exhaust a legend.","Riftbound Unit: Royal Entourage. When you play me, ready or exhaust a legend.",
Royal Guard,SFD-157/221,https://riftdecks.com/cards/details-royal-guard,common,order,,unit,shurima,,,,,,4,4,,4,2,"When you play me, play a 2 [S] Sand Soldier unit token here.","Riftbound Unit: Royal Guard. When you play me, play a 2 [S] Sand Soldier unit token here.",
Ruin Runner,SFD-105/221,https://riftdecks.com/cards/details-ruin-runner,uncommon,body,,unit,shurima,,,,,,6,6,,6,5,I can't be chosen by enemy spells and abilities.,Riftbound Unit: Ruin Runner. I can't be chosen by enemy spells and abilities.,
"Rumble, Hotheaded",SFD-026/221,https://riftdecks.com/cards/details-rumble-hotheaded,rare,fury,,unit,mech,yordle,rumble,bandlecity,,champion,4,4,,4,4,"Your Mechs each have [Assault].  (+1 [S] while we're attackers.) 
When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.","Riftbound Unit: Rumble, Hotheaded. Your Mechs each have [Assault]. (+1 [S] while we're attackers.)
When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.",
"Rumble, Scrapper",SFD-089/221,https://riftdecks.com/cards/details-rumble-scrapper,epic,mind,,unit,mech,yordle,rumble,bandlecity,,champion,5,5,C,5C,4,"Your Mechs have +1 [S]  (including me) .
When I hold, play a 3 [S] Mech unit token to your base.","Riftbound Unit: Rumble, Scrapper. Your Mechs have +1 [S] (including me).
When I hold, play a 3 [S] Mech unit token to your base.",
Sai Scout,OGN-174/298,https://riftdecks.com/cards/details-sai-scout,common,chaos,,unit,shurima,,,,,,6,6,,6,5,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
You may play me to an open battlefield.","Riftbound Unit: Sai Scout. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
You may play me to an open battlefield.",
Sandshifter,SFD-158/221,https://riftdecks.com/cards/details-sandshifter,common,order,,unit,shurima,,,,,,5,5,CC,5CC,6,"When you play me, kill an enemy unit with 3 [S] or less.","Riftbound Unit: Sandshifter. When you play me, kill an enemy unit with 3 [S] or less.",
Scrapyard Champion,OGN-020/298,https://riftdecks.com/cards/details-scrapyard-champion,uncommon,fury,,unit,mech,bandlecity,,,,,5,5,C,5C,5,"[Legion] — When you play me, discard 2, then draw 2. (Get the effect if you've played another card this turn.)","Riftbound Unit: Scrapyard Champion. [Legion] — When you play me, discard 2, then draw 2. (Get the effect if you've played another card this turn.)",
Sea Monkey,SFD-098/221,https://riftdecks.com/cards/details-sea-monkey,common,body,,unit,pirate,bilgewater,,,,,2,2,,2,2,"You may pay [1] as an additional cost to play me.
When you play me, if you paid the additional cost, buff me.  (Give me a +1 [S] buff if I don't already have one.) ","Riftbound Unit: Sea Monkey. You may pay [1] as an additional cost to play me.
When you play me, if you paid the additional cost, buff me. (Give me a +1 [S] buff if I don't already have one.)",
Sentinel Adept,SFD-008/221,https://riftdecks.com/cards/details-sentinel-adept,common,fury,,unit,shadowisles,sentinel,,,,,3,3,,3,3,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) ","Riftbound Unit: Sentinel Adept. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",
"Sett, Kingpin",OGN-240a/298,https://riftdecks.com/cards/details-sett-kingpin,showcase,order,,unit,sett,ionia,,,,champion,4,4,C,4C,5,"[Tank] (I must be assigned combat damage first.)
I get +1 [S] for each buffed friendly unit at my battlefield.","Riftbound Unit: Sett, Kingpin. [Tank] (I must be assigned combat damage first.)
I get +1 [S] for each buffed friendly unit at my battlefield.",
"Shen, Kinkou",OGN-241/298,https://riftdecks.com/cards/details-shen-kinkou,rare,order,,unit,shen,ionia,,,,champion,3,3,C,3C,3,"[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Shield 2] (+2 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)","Riftbound Unit: Shen, Kinkou. [Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Shield 2] (+2 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)",
Shipyard Skulker,OGN-175/298,https://riftdecks.com/cards/details-shipyard-skulker,common,chaos,,unit,pirate,bilgewater,,,,,3,3,,3,3,,Riftbound Unit: Shipyard Skulker.,
Simian Ancestor,SFD-047/221,https://riftdecks.com/cards/details-simian-ancestor,uncommon,calm,,unit,ionia,,,,,,5,5,C,5C,5,"When you buff me, ready me.","Riftbound Unit: Simian Ancestor. When you buff me, ready me.",
"Sivir, Ambitious",SFD-120/221,https://riftdecks.com/cards/details-sivir-ambitious,epic,body,,unit,sivir,shurima,,,,champion,6,6,CCC,6CCC,7,"[Deflect 2]  (Opponents must pay \[A]\[A] to choose me with a spell or Ability.) 
When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you may deal that much to an enemy unit.","Riftbound Unit: Sivir, Ambitious. [Deflect 2] (Opponents must pay [A][A] to choose me with a spell or Ability.)
When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you may deal that much to an enemy unit.",
"Sivir, Mercenary",SFD-143a/221,https://riftdecks.com/cards/details-sivir-mercenary,showcase,chaos,,unit,sivir,shurima,,,,champion,4,4,C,4C,4,"[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
If you've spent at least \[A]\[A] this turn, I have +2 [S] and [Ganking].  (I can move from battlefield to battlefield.) ","Riftbound Unit: Sivir, Mercenary. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
If you've spent at least [A][A] this turn, I have +2 [S] and [Ganking]. (I can move from battlefield to battlefield.)",
Sneaky Deckhand,OGN-176/298,https://riftdecks.com/cards/details-sneaky-deckhand,common,chaos,,unit,pirate,bilgewater,,,,,3,3,,3,2,You may play me to an open battlefield.,Riftbound Unit: Sneaky Deckhand. You may play me to an open battlefield.,
Soaring Scout,OGN-216/298,https://riftdecks.com/cards/details-soaring-scout,common,order,,unit,bird,freljord,,,,,2,2,,2,1,"[Deathknell] — Channel 1 rune exhausted. (When I die, get the effect.)","Riftbound Unit: Soaring Scout. [Deathknell] — Channel 1 rune exhausted. (When I die, get the effect.)",
Solari Chief,OGN-225/298,https://riftdecks.com/cards/details-solari-chief,uncommon,order,,unit,mounttargon,,,,,,5,5,C,5C,4,"When you play me, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it. (It doesn't deal combat damage this turn.)","Riftbound Unit: Solari Chief. When you play me, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it. (It doesn't deal combat damage this turn.)",
Solari Shieldbearer,OGN-051/298,https://riftdecks.com/cards/details-solari-shieldbearer,common,calm,,unit,mounttargon,,,,,,3,3,,3,2,"When you play me, stun a unit. (It doesn't deal combat damage this turn.)","Riftbound Unit: Solari Shieldbearer. When you play me, stun a unit. (It doesn't deal combat damage this turn.)",
"Sona, Harmonious",OGN-073/298,https://riftdecks.com/cards/details-sona-harmonious,rare,calm,,unit,sona,demacia,,,,champion,4,4,C,4C,4,"While I'm at a battlefield, ready 4 friendly runes at the end of your turn.","Riftbound Unit: Sona, Harmonious. While I'm at a battlefield, ready 4 friendly runes at the end of your turn.",
"Soraka, Wanderer",SFD-239/221,https://riftdecks.com/cards/details-soraka-wanderer,showcase,order,,unit,soraka,mounttargon,,,,champion,4,4,C,4C,4,"I must be assigned combat damage last.
If another unit you control here would die, if it has less Might than me, instead heal it, exhaust it, and recall it.  (Send it to base. This isn't a move.) ","Riftbound Unit: Soraka, Wanderer. I must be assigned combat damage last.
If another unit you control here would die, if it has less Might than me, instead heal it, exhaust it, and recall it. (Send it to base. This isn't a move.)",
Soulgorger,OGN-196/298,https://riftdecks.com/cards/details-soulgorger,rare,chaos,,unit,spirit,shadowisles,,,,,8,8,CC,8CC,5,"When you play me, you may play a unit from your trash, ignoring its Energy cost.)","Riftbound Unit: Soulgorger. When you play me, you may play a unit from your trash, ignoring its Energy cost.)",
Spectral Matron,OGN-226/298,https://riftdecks.com/cards/details-spectral-matron,uncommon,order,,unit,spirit,shadowisles,,,,,4,4,CC,4CC,4,"When you play me, you may play a unit costing no more than [3] and no more than [A] from your trash, ignoring its cost.","Riftbound Unit: Spectral Matron. When you play me, you may play a unit costing no more than [3] and no more than [A] from your trash, ignoring its cost.",
Sprite,OGN-274/298,https://riftdecks.com/cards/details-sprite,common,colorless,,unit,fae,,,,,token,,,,-,3,"[Temporary] (Kill me at the start of your Beginning Phase, before scoring.)","Riftbound Unit: Sprite. [Temporary] (Kill me at the start of your Beginning Phase, before scoring.)",
Sprite Mother,OGN-106/298,https://riftdecks.com/cards/details-sprite-mother,uncommon,mind,,unit,fae,,,,,,4,4,C,4C,3,"When you play me, play a ready 3 [S] Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)","Riftbound Unit: Sprite Mother. When you play me, play a ready 3 [S] Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)",
Stalwart Poro,OGN-052/298,https://riftdecks.com/cards/details-stalwart-poro,common,calm,,unit,poro,,,,,,2,2,,2,2,[Shield] (+1 [S] while I'm a defender.),Riftbound Unit: Stalwart Poro. [Shield] (+1 [S] while I'm a defender.),
Stealthy Pursuer,OGN-177/298,https://riftdecks.com/cards/details-stealthy-pursuer,common,chaos,,unit,shurima,,,,,,4,4,C,4C,4,"When a friendly unit moves from my location, I may be moved with it.","Riftbound Unit: Stealthy Pursuer. When a friendly unit moves from my location, I may be moved with it.",
Stellacorn Herder,SFD-048/221,https://riftdecks.com/cards/details-stellacorn-herder,uncommon,calm,,unit,mounttargon,,,,,,4,4,,4,3,"When I move, draw 1.","Riftbound Unit: Stellacorn Herder. When I move, draw 1.",
Stormclaw Ursine,OGN-137/298,https://riftdecks.com/cards/details-stormclaw-ursine,common,body,,unit,freljord,,,,,,7,7,,7,6,"[Tank] (I must be assigned combat damage first.)
When you play me, channel 1 rune exhausted.","Riftbound Unit: Stormclaw Ursine. [Tank] (I must be assigned combat damage first.)
When you play me, channel 1 rune exhausted.",
Sunlit Guardian,OGN-054/298,https://riftdecks.com/cards/details-sunlit-guardian,common,calm,,unit,shurima,,,,,,3,3,,3,3,"[Shield] (+1 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)","Riftbound Unit: Sunlit Guardian. [Shield] (+1 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)",
